home_team,away_team,aerial_dominance_diff,attack_rating_diff,attacking_efficiency_diff,attacking_strength_diff,availability_pct_diff,availability_score_diff,available_squad_diff,avg_rating_diff,away_aerial_dominance,away_attack_rating,away_attacking_efficiency,away_attacking_strength,away_avg_rating,away_btts_rate,away_clean_sheet_rate,away_defence_rating,away_defensive_stability,away_defensive_strength,away_discipline_score,away_elo_momentum,away_expected_goals,away_fatigue_score,away_finishing_quality,away_formation_stability,away_goalkeeper_performance,away_goalkeeper_strength,away_group_position,away_implied_probability,away_injury_count,away_injury_impact,away_injury_market_value_loss,away_kaggle_attack_rating,away_kaggle_bench_strength,away_kaggle_defense_rating,away_kaggle_discipline_score,away_kaggle_starting_xi_strength,away_kaggle_suspension_risk,away_midfield_control,away_momentum_score,away_passing_dominance,away_passing_strength,away_player_availability_score,away_points,away_possession,away_pressing_intensity,away_pressing_strength,away_recent_form,away_red_cards,away_set_piece_strength,away_set_piece_threat,away_squad_availability,away_strength_of_schedule,away_substitution_impact,away_suspension_count,away_suspension_impact,away_tactical_stability,btts_rate_diff,clean_sheet_rate_diff,confidence_score,current_minute,current_score_diff,defence_rating_diff,defensive_stability_diff,defensive_strength_diff,discipline_score_diff,draw_implied_probability,elo_diff,elo_momentum_diff,expected_goals_diff,fatigue_score_diff,fifa_diff,finishing_quality_diff,form_diff,formation_stability_diff,gc_diff,goal_difference_diff,goalkeeper_performance_diff,goalkeeper_strength_diff,group_position_diff,gs_diff,h2h_factor,home_adv,home_aerial_dominance,home_attack_rating,home_attacking_efficiency,home_attacking_strength,home_avg_rating,home_btts_rate,home_clean_sheet_rate,home_defence_rating,home_defensive_stability,home_defensive_strength,home_discipline_score,home_elo_momentum,home_expected_goals,home_fatigue_score,home_finishing_quality,home_formation_stability,home_goalkeeper_performance,home_goalkeeper_strength,home_group_position,home_implied_probability,home_injury_count,home_injury_impact,home_injury_market_value_loss,home_kaggle_attack_rating,home_kaggle_bench_strength,home_kaggle_defense_rating,home_kaggle_discipline_score,home_kaggle_starting_xi_strength,home_kaggle_suspension_risk,home_midfield_control,home_momentum_score,home_passing_dominance,home_passing_strength,home_player_availability_score,home_points,home_possession,home_pressing_intensity,home_pressing_strength,home_recent_form,home_red_cards,home_set_piece_strength,home_set_piece_threat,home_squad_availability,home_strength_of_schedule,home_substitution_impact,home_suspension_count,home_suspension_impact,home_tactical_stability,inj_diff,injury_impact_diff,kaggle_attack_rating_diff,kaggle_bench_strength_diff,kaggle_defense_rating_diff,kaggle_discipline_score_diff,kaggle_starting_xi_strength_diff,kaggle_suspension_risk_diff,knockout_matches_diff,major_tournament_matches_diff,match_stage_weight,midfield_control_diff,missing_star_players_diff,momentum_score_diff,mv_diff,passing_dominance_diff,passing_strength_diff,points_diff,possession_diff,pressing_intensity_diff,pressing_strength_diff,recent_form_diff,red_card_diff,referee_strictness,set_piece_strength_diff,set_piece_threat_diff,squad_availability_diff,starting_xi_value_diff,strength_of_schedule_diff,substitution_impact_diff,susp_diff,suspension_impact_diff,tactical_stability_diff,time_remaining,world_cup_matches_played_diff,target
Brazil,Belgium,0.0,1.480206717174333,0.12,0.0,-0.08620095165850628,-0.08700000000000008,520.0799999999998,0.0,0.0,1.6442854881945614,0.18,0.0,0.0,0.55,0.4,0.9985291376416274,0.52,0.48,1.0,36.89856233649554,0.0,0.214,0.0,0.5,0.0,0.16,1,0.333,2,0.0,0.0,0.5694,1.0,0.3031,0.9754,0.6806,0.0462,0.0,0.775,0.0,0.0,0.913,5,0.0,0.0,0.0,0.654,0,0.0,0.0,0.957,1830.6,0.0,0,0.0,0.5,-0.10000000000000003,0.04999999999999999,0.524,0,0,-0.20955506393105383,0.10299999999999998,0.15300000000000002,0.0,0.333,154,-18.89787353277762,0.0,0.07199999999999998,11,0.0,0.8540115116147087,0.0,-0.427005755807354,2,0.0,0.067,0,1.8788633548768578,0.5,0,0.0,3.1244922053688944,0.3,0.0,0.0,0.45,0.45,0.7889740737105736,0.623,0.633,1.0,18.000688803717917,0.0,0.286,0.0,0.5,0.0,0.227,1,0.333,4,0.0,100.0,0.6844,1.0,0.3217,0.9746,1.0,0.1231,0.0,1.0,0.0,0.0,0.826,7,0.0,0.0,0.0,0.875,0,0.0,0.0,0.813,1647.2,0.0,0,0.0,0.5,-100.0,0.0,0.11499999999999999,0.0,0.018600000000000005,-0.0008000000000000229,0.3194,0.0769,0,15,0,0.0,0,0.22499999999999998,620.0799999999998,0.0,0.0,2,0.0,0.0,0.0,0.22099999999999997,0,0.5,0.0,0.0,-0.14400000000000002,414.86,-183.39999999999986,0.0,0,0.0,0.0,90,18,2
England,Brazil,0.0,-1.2838045022483333,-0.15999999999999998,0.0,-0.09044958188355234,0.04400000000000004,86.5,0.0,0.0,2.9605611079979264,0.3,0.0,0.0,0.4,0.5,0.6571813706626056,0.71,0.74,1.0,21.623811312312842,0.0,0.286,0.0,0.5,0.0,0.28,1,0.333,4,0.0,100.0,0.6844,1.0,0.3217,0.9746,1.0,0.1231,0.0,1.0,0.0,0.0,0.826,7,0.0,0.0,0.0,0.875,0,0.0,0.0,0.813,1697.4,0.0,0,0.0,0.5,0.09999999999999998,-0.09999999999999998,0.489,0,0,0.01576779633267511,0.0,0.0,0.0,0.333,18,-53.02155895192264,0.0,0.14300000000000002,1,0.0,-1.0420255989625247,0.0,-0.2118620670103037,-2,0.0,0.0,0,-1.8788998702777828,0.16666666666666666,0,0.0,1.676756605749593,0.14,0.0,0.0,0.5,0.4,0.6729491669952807,0.71,0.74,1.0,-31.397747639609804,0.0,0.429,0.0,0.5,0.0,0.28,1,0.333,3,0.0,246.0,0.7047,1.0,0.4644,0.9905,1.0,0.0346,0.0,0.775,0.0,0.0,0.87,7,0.0,0.0,0.0,0.6,0,0.0,0.0,0.78,1849.6,0.0,0,0.0,0.5,-146.0,0.0,0.020299999999999985,0.0,0.1427,0.015900000000000025,0.0,-0.0885,0,-16,0,0.0,2,-0.22499999999999998,232.5,0.0,0.0,0,0.0,0.0,0.0,-0.275,0,0.5,0.0,0.0,-0.03299999999999992,58.0,152.19999999999982,0.0,0,0.0,0.0,90,-19,0
South Korea,Spain,0.0,-0.7735035654786311,-0.13999999999999999,0.0,-0.0658043869591306,0.0,-689.87,0.0,0.0,2.2471910524220533,0.3,0.0,0.0,0.55,0.35,0.9044347893957192,0.537,0.527,1.0,-17.149532334002622,0.0,0.429,0.0,0.5,0.0,0.173,1,0.333,2,0.0,0.0,0.7433,1.0,0.7002,0.9915,1.0,0.0231,0.0,0.825,0.0,0.0,0.913,7,0.0,0.0,0.0,0.808,0,0.0,0.0,0.957,1692.0,0.0,0,0.0,0.5,-0.10000000000000003,0.10000000000000003,0.5,0,0,-0.1257945020776381,0.06999999999999995,0.05999999999999994,0.0,0.333,-373,66.45307389526788,0.0,-0.14300000000000002,-32,0.0,-0.19747324008549194,0.0,-0.24039008872888945,-6,0.0,0.04000000000000001,-2,-1.1111807993742833,0.5,0,0.0,1.4736874869434222,0.16,0.0,0.0,0.45,0.45,0.7786402873180811,0.607,0.587,1.0,49.303541561265256,0.0,0.286,0.0,0.5,0.0,0.213,3,0.333,2,0.0,9.87,0.4535,0.1998,0.5346,0.9544,0.0709,0.0731,0.0,0.82,0.0,0.0,0.913,3,0.0,0.0,0.0,0.621,0,0.0,0.0,0.919,1906.2,0.0,0,0.0,0.5,-9.87,0.0,-0.28979999999999995,-0.8002,-0.16560000000000008,-0.03710000000000002,-0.9291,0.05,0,-3,0,0.0,0,-0.0050000000000000044,-680.0,0.0,0.0,-4,0.0,0.0,0.0,-0.18700000000000006,0,0.5,0.0,0.0,-0.03799999999999992,-589.3399999999999,214.20000000000005,0.0,0,0.0,0.0,90,-8,1
South Korea,Germany,0.0,-1.4492879822508355,-0.14,0.0,0.04073868973856676,0.0,-530.7499999999999,0.0,0.0,2.717702557020837,0.26,0.0,0.0,0.5,0.4,0.657313539656416,0.813,0.893,1.0,19.93227209220686,0.0,0.286,0.0,0.5,0.0,0.347,1,0.333,2,0.0,80.0,0.7408,1.0,0.3347,0.9877,1.0,0.0462,0.0,0.94,0.0,0.0,0.913,6,0.0,0.0,0.0,0.808,0,0.0,0.0,0.849,1764.8,0.0,0,0.0,0.5,-0.04999999999999999,0.09999999999999998,0.479,0,0,-0.023623146550272422,-0.08599999999999997,-0.10599999999999998,0.0,0.333,-108,35.906504578731614,0.0,-0.07199999999999998,-19,0.0,-0.5735274526047549,0.0,0.2347822815909934,-7,0.0,-0.05399999999999999,-2,-1.0173124074427933,0.5,0,0.0,1.2684145747700015,0.12,0.0,0.0,0.45,0.5,0.6336903931061436,0.727,0.787,1.0,55.83877667093847,0.0,0.214,0.0,0.5,0.0,0.293,3,0.333,2,0.0,9.87,0.4535,0.1998,0.5346,0.9544,0.0709,0.0731,0.0,0.765,0.0,0.0,0.913,3,0.0,0.0,0.0,0.667,0,0.0,0.0,0.919,1912.6,0.0,0,0.0,0.5,70.13,0.0,-0.2873,-0.8002,0.19989999999999997,-0.033299999999999996,-0.9291,0.0269,0,-7,0,0.0,0,-0.17499999999999993,-600.8799999999999,0.0,0.0,-3,0.0,0.0,0.0,-0.14100000000000001,0,0.5,0.0,0.0,0.07000000000000006,-474.96,147.79999999999995,0.0,0,0.0,0.0,90,-13,0
Germany,Brazil,0.0,-0.12832717763592383,-0.16000000000000003,0.0,-0.020342125039191084,0.08700000000000008,-389.21000000000004,0.0,0.0,2.584872561816819,0.28,0.0,0.0,0.4,0.55,0.5994433868318984,0.71,0.74,1.0,33.59664852355015,0.0,0.286,0.0,0.5,0.0,0.28,1,0.333,4,0.0,100.0,0.6844,1.0,0.3217,0.9746,1.0,0.1231,0.0,1.0,0.0,0.0,0.826,7,0.0,0.0,0.0,0.875,0,0.0,0.0,0.813,1801.0,0.0,0,0.0,0.5,0.04999999999999999,-0.10000000000000003,0.512,0,0,-0.048284985419203674,0.10299999999999998,0.15300000000000002,0.0,0.333,-130,-15.900907148877312,0.0,0.07100000000000001,-9,0.0,-0.2577024961716834,0.0,-0.42068957311400623,0,0.0,0.06699999999999995,0,-1.2856973094781603,0.5,0,0.0,2.4565453841808953,0.12,0.0,0.0,0.45,0.45,0.5511584014126947,0.813,0.893,1.0,17.69574137467284,0.0,0.357,0.0,0.5,0.0,0.347,1,0.333,2,0.0,80.0,0.7408,1.0,0.3347,0.9877,1.0,0.0462,0.0,0.96,0.0,0.0,0.913,6,0.0,0.0,0.0,0.746,0,0.0,0.0,0.849,1785.4,0.0,0,0.0,0.5,20.0,0.0,0.056400000000000006,0.0,0.013000000000000012,0.0131,0.0,-0.0769,0,-13,0,0.0,0,-0.040000000000000036,-409.21000000000004,0.0,0.0,-1,0.0,0.0,0.0,-0.129,0,0.5,0.0,0.0,0.03600000000000003,-293.09000000000003,-15.599999999999909,0.0,0,0.0,0.0,90,-16,0
France,England,0.0,0.15377402592126987,-0.06,0.0,-0.018704076989984664,-0.04400000000000004,-200.13999999999987,0.0,0.0,2.0244203726252783,0.2,0.0,0.0,0.7,0.25,1.0396948093048952,0.433,0.373,1.0,-35.12032021651063,0.0,0.571,0.0,0.5,0.0,0.107,0,0.333,3,0.0,246.0,0.7047,1.0,0.4644,0.9905,1.0,0.0346,0.0,0.535,0.0,0.0,0.87,0,0.0,0.0,0.0,0.454,0,0.0,0.0,0.78,1800.4,0.0,0,0.0,0.5,-0.5499999999999999,0.5,0.557,0,0,-0.9315736147953382,0.467,0.627,0.0,0.333,85,43.47550078753951,0.0,-0.07099999999999995,2,0.0,1.0483417816558729,0.0,-1.257702496171683,0,0.0,0.29300000000000004,0,-0.8868510565433321,0.3333333333333333,1,0.0,2.178194398546548,0.14,0.0,0.0,0.15,0.75,0.10812119450955708,0.9,1.0,1.0,8.355180571028882,0.0,0.5,0.0,0.5,0.0,0.4,0,0.333,3,0.0,229.78,0.7,1.0,0.512,0.9967,1.0,0.0115,0.0,0.84,0.0,0.0,0.826,0,0.0,0.0,0.0,0.704,0,0.0,0.0,0.758,1735.8,0.0,1,0.043,0.5,16.22,0.0,-0.0047000000000000375,0.0,0.04760000000000003,0.006199999999999983,0.0,-0.0231,0,-8,0,0.0,-1,0.30499999999999994,-216.3599999999999,0.0,0.0,0,0.0,0.0,0.0,0.24999999999999994,0,0.5,0.0,0.0,-0.02200000000000002,-258.0,-64.60000000000014,0.0,0.0,0.043,0.0,90,-11,2
Switzerland,Croatia,0.0,-0.207215871566101,-0.06000000000000001,0.0,0.08959654989218413,0.04300000000000004,-41.34000000000006,0.0,0.0,1.394521449144645,0.14,0.0,0.0,0.4,0.55,0.8109925032269512,0.607,0.587,1.0,-3.785289330340451,0.0,0.571,0.0,0.5,0.0,0.213,0,0.333,3,0.0,28.669999999999998,0.5234,1.0,0.4299,0.9915,0.629,0.0231,0.0,0.86,0.0,0.0,0.87,0,0.0,0.0,0.0,0.608,0,0.0,0.0,0.879,1764.2,0.0,0,0.0,0.5,0.25,-0.4,0.471,0,0,0.5582287672412682,-0.08699999999999997,-0.10699999999999998,0.0,0.333,30,-37.19124573986163,0.0,-0.07099999999999995,2,0.0,-0.8617261145774078,0.0,0.2176450412915435,0,0.0,-0.05299999999999999,0,-0.6440810732858637,0.5,1,0.0,1.187305577578544,0.08,0.0,0.0,0.65,0.15,1.3692212704682194,0.52,0.48,1.0,-40.97653507020208,0.0,0.5,0.0,0.5,0.0,0.16,0,0.333,2,0.0,0.0,0.6926,1.0,0.3736,0.9875,0.4914,0.0346,0.0,0.55,0.0,0.0,0.913,0,0.0,0.0,0.0,0.425,0,0.0,0.0,0.957,1653.0,0.0,0,0.0,0.5,28.669999999999998,0.0,0.16920000000000002,0.0,-0.05630000000000002,-0.0040000000000000036,-0.1376,0.0115,0,-3,0,0.0,0,-0.30999999999999994,-70.01000000000008,0.0,0.0,0,0.0,0.0,0.0,-0.183,0,0.5,0.0,0.0,0.07799999999999996,-41.389999999999986,-111.20000000000005,0.0,0,0.0,0.0,90,-1,1
Germany,Netherlands,0.0,0.19074007912505464,0.12,0.0,-0.10654307669769736,-0.04399999999999993,30.889999999999645,0.0,0.0,1.7875765492458817,0.14,0.0,0.0,0.35,0.5,0.547055778244044,0.727,0.787,1.0,-37.71985198835684,0.0,0.714,0.0,0.5,0.0,0.293,0,0.333,1,0.0,0.0,0.5837,1.0,0.4972,0.9877,1.0,0.0462,0.0,0.41,0.0,0.0,0.957,0,0.0,0.0,0.0,0.546,0,0.0,0.0,0.978,1770.2,0.0,0,0.0,0.5,0.15000000000000002,-0.15000000000000002,0.491,0,0,0.6914802493722328,-0.08399999999999996,-0.23399999999999999,0.0,0.333,-50,30.73990801119958,0.0,-0.07099999999999995,-4,0.0,0.36223510940748427,0.0,0.8814366011081518,0,0.0,-0.06599999999999998,0,1.0251979727677756,0.3333333333333333,1,0.0,1.9783166283709364,0.26,0.0,0.0,0.5,0.35,1.238536027616277,0.643,0.553,1.0,-6.979943977157253,0.0,0.643,0.0,0.5,0.0,0.227,0,0.333,2,0.0,80.0,0.7408,1.0,0.3347,0.9877,1.0,0.0462,0.0,0.53,0.0,0.0,0.913,0,0.0,0.0,0.0,0.625,0,0.0,0.0,0.849,1678.0,0.0,0,0.0,0.5,-80.0,0.0,0.15710000000000002,0.0,-0.16249999999999998,0.0,0.0,0.0,0,1,0,0.0,0,0.12000000000000005,110.88999999999965,0.0,0.0,0,0.0,0.0,0.0,0.07899999999999996,0,0.5,0.0,0.0,-0.129,52.819999999999936,-92.20000000000005,0.0,0,0.0,0.0,90,5,1
Croatia,France,0.0,-0.9676942107904245,-0.020000000000000018,0.0,0.10575806063985915,0.04400000000000004,-655.12,0.0,0.0,2.167969945365051,0.14,0.0,0.0,0.2,0.75,0.22505449551903756,0.813,0.893,1.0,11.6956189779278,0.0,0.286,0.0,0.5,0.0,0.347,0,0.333,3,0.0,229.78,0.7,1.0,0.512,0.9967,1.0,0.0115,0.0,0.9,0.0,0.0,0.826,0,0.0,0.0,0.0,0.692,0,0.0,0.0,0.758,1770.2,0.0,1,0.043,0.5,0.2,-0.19999999999999996,0.484,0,0,0.4729732208293236,-0.10299999999999998,-0.15300000000000002,0.0,0.333,-257,-14.804503507101106,0.0,0.0,-13,0.0,-0.2587689129959001,0.0,0.2057210514602994,0,0.0,-0.06699999999999995,0,-0.5003338276867328,0.0,1,0.0,1.2002757345746264,0.12,0.0,0.0,0.4,0.55,0.6980277163483611,0.71,0.74,1.0,-3.108884529173306,0.0,0.286,0.0,0.5,0.0,0.28,0,0.333,3,0.0,28.669999999999998,0.5234,1.0,0.4299,0.9915,0.629,0.0231,0.0,0.785,0.0,0.0,0.87,0,0.0,0.0,0.0,0.654,0,0.0,0.0,0.879,1765.4,0.0,0,0.0,0.5,201.11,0.0,-0.17659999999999998,0.0,-0.0821,-0.005199999999999982,-0.371,0.0116,0,3,0,0.0,-1,-0.11499999999999999,-856.23,0.0,0.0,0,0.0,0.0,0.0,-0.03799999999999992,0,0.5,0.0,0.0,0.121,-437.68,-4.7999999999999545,0.0,0.0,-0.043,0.0,90,7,1
England,Switzerland,0.0,0.8452067996733226,0.12,0.0,-0.17665053354205862,-0.04300000000000004,896.5999999999999,0.0,0.0,1.021923381075813,0.06,0.0,0.0,0.65,0.2,1.1493064586193056,0.623,0.633,1.0,-38.387672043946615,0.0,0.286,0.0,0.5,0.0,0.227,0,0.333,2,0.0,0.0,0.6926,1.0,0.3736,0.9875,0.4914,0.0346,0.0,0.545,0.0,0.0,0.913,0,0.0,0.0,0.0,0.471,0,0.0,0.0,0.957,1623.4,0.0,0,0.0,0.5,0.09999999999999998,0.0,0.473,0,0,0.03874780912880271,-0.173,-0.21300000000000002,0.0,0.333,142,-6.249418104281268,0.0,0.0,9,0.0,-0.437826813413456,0.0,0.6160862599793866,0,0.0,-0.10700000000000001,0,1.4669913169506925,0.5,1,0.0,1.8671301807491356,0.18,0.0,0.0,0.75,0.2,1.1880542677481083,0.45,0.42,1.0,-44.637090148227884,0.0,0.286,0.0,0.5,0.0,0.12,0,0.333,3,0.0,246.0,0.7047,1.0,0.4644,0.9905,1.0,0.0346,0.0,0.39,0.0,0.0,0.87,0,0.0,0.0,0.0,0.454,0,0.0,0.0,0.78,1860.4,0.0,0,0.0,0.5,-246.0,0.0,0.0121,0.0,0.09079999999999999,0.0030000000000000027,0.5085999999999999,0.0,0,8,0,0.0,2,-0.15500000000000003,1142.6,0.0,0.0,0,0.0,0.0,0.0,-0.01699999999999996,0,0.5,0.0,0.0,-0.17699999999999994,737.0699999999999,237.0,0.0,0,0.0,0.0,90,5,2
Netherlands,Czechia,0.0,-0.7341808518240698,0.0,0.0,0.04216989406922611,0.0,498.0200000000002,0.0,0.0,2.397457664623551,0.16,0.0,0.0,0.55,0.4,0.9680822862918004,0.537,0.527,1.0,50.004678713550675,0.0,0.286,0.0,0.5,0.0,0.173,0,0.333,1,0.0,6.25,0.4928,0.7284,0.4347,0.9957,0.2866,0.0115,0.0,0.8,0.0,0.0,0.957,0,0.0,0.0,0.0,0.588,0,0.0,0.0,0.945,1531.0,0.0,0,0.0,0.5,-0.15000000000000002,0.04999999999999999,0.483,0,0,-0.3506366882419063,0.10299999999999998,0.15300000000000002,0.0,0.333,286,-72.38585490233628,0.0,0.0,52,0.0,-0.8913205531202102,0.0,-0.21514368879705048,0,0.0,0.067,0,-0.3697745452268395,0.4444444444444444,1,0.0,1.6632768127994813,0.16,0.0,0.0,0.4,0.45,0.6174455980498941,0.64,0.68,1.0,-22.381176188785602,0.0,0.286,0.0,0.5,0.0,0.24,0,0.333,1,0.0,0.0,0.5837,1.0,0.4972,0.9877,1.0,0.0462,0.0,0.455,0.0,0.0,0.957,0,0.0,0.0,0.0,0.546,0,0.0,0.0,0.978,1723.6,0.0,0,0.0,0.5,6.25,0.0,0.09089999999999998,0.27159999999999995,0.0625,-0.008000000000000007,0.7134,0.034699999999999995,0,7,0,0.0,0,-0.34500000000000003,491.7700000000002,0.0,0.0,0,0.0,0.0,0.0,-0.041999999999999926,0,0.5,0.0,0.0,0.03300000000000003,420.09000000000003,192.5999999999999,0.0,0,0.0,0.0,90,3,0
Portugal,Spain,0.0,0.30030297333461586,0.06,0.0,-0.10806307313800045,0.0,-32.420000000000186,0.0,0.0,1.9770974776092434,0.18,0.0,0.0,0.35,0.6,0.467035020777386,0.727,0.787,1.0,-0.01507959853208396,0.0,0.286,0.0,0.5,0.0,0.293,0,0.333,2,0.0,0.0,0.7433,1.0,0.7002,0.9915,1.0,0.0231,0.0,0.765,0.0,0.0,0.913,0,0.0,0.0,0.0,0.704,0,0.0,0.0,0.957,1656.6,0.0,0,0.0,0.5,0.10000000000000003,-0.14999999999999997,0.484,0,0,0.5322582351109603,-0.12,-0.20000000000000007,0.0,0.333,-212,-27.458338493627164,0.0,0.0,-8,0.0,-0.07376334873105472,0.0,0.47534753746322655,0,0.0,-0.07999999999999999,0,0.6015222659112311,0.16666666666666666,1,0.0,2.2774004509438592,0.24,0.0,0.0,0.45,0.45,0.9992932558883463,0.607,0.587,1.0,-27.473418092159246,0.0,0.286,0.0,0.5,0.0,0.213,0,0.333,2,0.0,96.63,0.5771,1.0,0.6682,0.983,1.0,0.0462,0.0,0.71,0.0,0.0,0.913,0,0.0,0.0,0.0,0.671,0,0.0,0.0,0.833,1585.2,0.0,0,0.0,0.5,-96.63,0.0,-0.16620000000000001,0.0,-0.03200000000000003,-0.008500000000000063,0.0,0.0231,0,-9,0,0.0,1,-0.05500000000000005,64.20999999999981,0.0,0.0,0,0.0,0.0,0.0,-0.03299999999999992,0,0.5,0.0,0.0,-0.124,-82.61000000000001,-71.39999999999986,0.0,0,0.0,0.0,90,0,2
Switzerland,France,0.0,-1.2795920715699352,-0.12,0.0,0.19535461053204328,0.08700000000000008,-696.46,0.0,0.0,2.151871374366266,0.18,0.0,0.0,0.2,0.75,0.479588549164323,0.71,0.74,1.0,5.24652301856301,0.0,0.286,0.0,0.5,0.0,0.28,0,0.333,3,0.0,229.78,0.7,1.0,0.512,0.9967,1.0,0.0115,0.0,0.785,0.0,0.0,0.826,0,0.0,0.0,0.0,0.692,0,0.0,0.0,0.758,1755.4,0.0,1,0.043,0.5,0.39999999999999997,-0.55,0.464,0,0,0.942101363032747,-0.12,-0.19999999999999996,0.0,0.333,-227,-53.02381741401243,0.0,0.0,-11,0.0,-0.9707636027259621,0.0,0.4955912324060796,0,0.0,-0.08000000000000002,0,-1.4149065988327665,0.0,1,0.0,0.8722793027963307,0.06,0.0,0.0,0.6,0.2,1.42168991219707,0.59,0.54,1.0,-47.77729439544942,0.0,0.286,0.0,0.5,0.0,0.2,0,0.333,2,0.0,0.0,0.6926,1.0,0.3736,0.9875,0.4914,0.0346,0.0,0.405,0.0,0.0,0.913,0,0.0,0.0,0.0,0.446,0,0.0,0.0,0.957,1687.0,0.0,0,0.0,0.5,229.78,0.0,-0.007399999999999962,0.0,-0.13840000000000002,-0.009199999999999986,-0.5085999999999999,0.0231,0,0,0,0.0,-1,-0.38,-926.24,0.0,0.0,0,0.0,0.0,0.0,-0.24599999999999994,0,0.5,0.0,0.0,0.19899999999999995,-479.07,-68.40000000000009,0.0,0.0,-0.043,0.0,90,6,0
Croatia,England,0.0,-0.713258964511857,-0.1,0.0,0.08705398364987449,0.0,-855.2599999999999,0.0,0.0,2.039526515501339,0.22,0.0,0.0,0.7,0.25,1.0079711794948572,0.537,0.527,1.0,-43.92864921871213,0.0,0.286,0.0,0.5,0.0,0.173,0,0.333,3,0.0,246.0,0.7047,1.0,0.4644,0.9905,1.0,0.0346,0.0,0.61,0.0,0.0,0.87,0,0.0,0.0,0.0,0.558,0,0.0,0.0,0.78,1851.0,0.0,0,0.0,0.5,-0.24999999999999994,0.30000000000000004,0.52,0,0,-0.12858910911817056,0.17299999999999993,0.21299999999999997,0.0,0.333,-172,57.10943643963307,0.0,0.0,-11,0.0,0.362567112852618,0.0,-0.18226762846750133,0,0.0,0.10700000000000004,0,-1.1615886566729727,0.0,1,0.0,1.326267550989482,0.12,0.0,0.0,0.45,0.55,0.8793820703766866,0.71,0.74,1.0,13.180787220920937,0.0,0.286,0.0,0.5,0.0,0.28,0,0.333,3,0.0,28.669999999999998,0.5234,1.0,0.4299,0.9915,0.629,0.0231,0.0,0.7,0.0,0.0,0.87,0,0.0,0.0,0.0,0.654,0,0.0,0.0,0.879,1824.0,0.0,0,0.0,0.5,217.33,0.0,-0.18130000000000002,0.0,-0.034499999999999975,0.0010000000000000009,-0.371,-0.0115,0,-5,0,0.0,-2,0.08999999999999997,-1072.59,0.0,0.0,0,0.0,0.0,0.0,0.09599999999999997,0,0.5,0.0,0.0,0.09899999999999998,-695.6800000000001,-27.0,0.0,0,0.0,0.0,90,-4,0
Germany,Czechia,0.0,-0.9032225480804417,0.0,0.0,-0.06437318262847125,-0.04399999999999993,528.9099999999999,0.0,0.0,2.4740887032168226,0.2,0.0,0.0,0.55,0.4,1.119118495387929,0.537,0.527,1.0,61.98853868107239,0.0,0.286,0.0,0.5,0.0,0.173,0,0.333,1,0.0,6.25,0.4928,0.7284,0.4347,0.9957,0.2866,0.0115,0.0,0.92,0.0,0.0,0.957,0,0.0,0.0,0.0,0.713,0,0.0,0.0,0.945,1583.6,0.0,0,0.0,0.5,-0.10000000000000003,0.0,0.479,0,0,-0.08899698600658179,0.17299999999999993,0.21299999999999997,0.0,0.333,236,-75.00703407555146,0.0,0.0,48,0.0,-1.233208694178299,0.0,-0.475311022062301,0,0.0,0.10700000000000004,0,-0.7349409421343827,1.0,1,0.0,1.570866155136381,0.2,0.0,0.0,0.45,0.4,1.0301215093813472,0.71,0.74,1.0,-13.018495394479062,0.0,0.286,0.0,0.5,0.0,0.28,0,0.333,2,0.0,80.0,0.7408,1.0,0.3347,0.9877,1.0,0.0462,0.0,0.5,0.0,0.0,0.913,0,0.0,0.0,0.0,0.604,0,0.0,0.0,0.849,1627.4,0.0,0,0.0,0.5,-73.75,0.0,0.248,0.27159999999999995,-0.09999999999999998,-0.008000000000000007,0.7134,0.034699999999999995,0,8,0,0.0,0,-0.42000000000000004,602.6599999999999,0.0,0.0,0,0.0,0.0,0.0,-0.10899999999999999,0,0.5,0.0,0.0,-0.09599999999999997,472.90999999999997,43.80000000000018,0.0,0,0.0,0.0,90,8,0
