elo_diff,fifa_diff,form_diff,gs_diff,gc_diff,mv_diff,inj_diff,susp_diff,home_adv,h2h_factor,target
0,0,0.7999999999999998,0.7999999999999998,0.19999999999999996,200.0,-2,0,1,0.0,1
0,0,-0.6000000000000001,-0.19999999999999996,0.6,-530.0,2,0,1,0.0,2
0,0,0.4,0.0,-0.6000000000000001,-350.0,0,0,1,0.3333333333333333,2
0,0,-2.0,-1.2000000000000002,1.2000000000000002,540.0,0,0,1,0.3333333333333333,2
0,0,1.2000000000000002,0.3999999999999999,-0.8,670.0,0,0,1,1.0,1
0,0,-1.0000000000000002,0.40000000000000013,0.5999999999999999,-120.0,3,0,1,0.0,2
0,0,0.8,0.4,-1.0000000000000002,310.0,3,0,1,1.0,0
0,0,-2.0,-1.2,1.0,-750.0,2,0,1,0.0,1
0,0,-1.0,-1.0000000000000002,-0.19999999999999996,-270.0,0,0,1,0.0,1
0,0,1.0,0.6000000000000001,0.19999999999999996,300.0,2,0,1,0.3333333333333333,0
0,0,0.19999999999999996,-0.6000000000000001,-1.4,140.0,3,0,1,0.0,1
0,0,-0.3999999999999999,0.19999999999999996,0.6000000000000001,380.0,0,0,1,0.0,2
0,0,-0.4,-0.19999999999999996,0.40000000000000013,-520.0,-2,0,1,0.0,1
0,0,0.40000000000000013,-0.19999999999999996,-0.19999999999999996,-150.0,-3,0,1,0.3333333333333333,2
0,0,0.0,-0.3999999999999999,0.19999999999999996,880.0,-2,0,1,1.0,2
0,0,-0.3999999999999999,0.8,1.5999999999999999,-570.0,-3,0,1,0.0,2
0,0,-0.6,-0.9999999999999999,-0.19999999999999996,-520.0,-1,0,1,0.3333333333333333,0
0,0,1.2,1.4000000000000001,-0.6000000000000001,40.0,0,0,1,0.0,0
0,0,0.6000000000000001,0.6000000000000001,-0.3999999999999999,10.0,0,0,1,0.3333333333333333,0
0,0,0.40000000000000013,0.40000000000000013,0.0,390.0,-1,0,1,1.0,0
0,0,0.40000000000000013,0.0,-0.19999999999999996,120.0,-3,0,1,0.0,1
0,0,-0.40000000000000013,0.0,0.0,150.0,3,0,1,0.0,1
0,0,-0.40000000000000013,-0.6000000000000001,0.0,-900.0,2,0,1,0.0,0
0,0,-0.40000000000000013,-1.2000000000000002,-1.2,30.0,2,0,1,0.0,0
0,0,0.20000000000000018,0.19999999999999996,-0.6000000000000001,490.0,1,0,1,1.0,2
0,0,-1.2,-0.8,0.0,270.0,1,0,1,1.0,2
0,0,0.0,-0.19999999999999996,0.0,230.0,-1,0,1,0.0,0
0,0,0.19999999999999996,0.40000000000000013,0.0,390.0,2,0,1,0.3333333333333333,2
0,0,0.9999999999999999,0.4,-0.40000000000000013,-60.0,1,0,1,0.3333333333333333,1
0,0,-0.6,0.3999999999999999,0.8,-490.0,5,0,1,1.0,1
0,0,0.4,-0.3999999999999999,-0.3999999999999999,-170.0,-1,0,1,0.0,2
0,0,-0.6000000000000001,0.0,1.0,-150.0,0,0,1,0.0,2
0,0,1.6,0.6000000000000001,-0.6000000000000001,-40.0,-3,0,1,0.3333333333333333,2
0,0,0.6000000000000001,1.2000000000000002,1.0,-290.0,-2,0,1,0.0,1
0,0,0.20000000000000018,0.40000000000000013,-0.6000000000000001,1040.0,-1,0,1,0.3333333333333333,2
0,0,-0.6,-0.6000000000000001,0.0,-210.0,1,0,1,0.0,0
0,0,0.19999999999999996,0.40000000000000013,0.20000000000000018,0.0,0,0,1,0.0,0
0,0,-1.0,-1.2,-0.19999999999999996,-570.0,-1,0,1,0.0,0
0,0,-0.40000000000000013,-0.20000000000000018,0.6000000000000001,240.0,-1,0,1,0.0,0
0,0,0.7999999999999999,0.6,-0.6000000000000001,60.0,1,0,1,0.3333333333333333,0
0,0,0.0,0.6000000000000001,0.19999999999999996,-340.0,3,0,1,0.0,0
0,0,1.0,0.7999999999999998,-0.8,730.0,0,0,1,0.0,1
0,0,-0.40000000000000013,-0.8,-0.3999999999999999,-10.0,0,0,1,1.0,0
0,0,-0.4,0.0,-0.19999999999999973,120.0,3,0,1,0.3333333333333333,0
0,0,-0.8,-0.3999999999999999,0.19999999999999996,-270.0,0,0,1,0.3333333333333333,1
0,0,0.4,-0.20000000000000007,-0.6,150.0,-1,0,1,1.0,2
0,0,0.40000000000000013,0.0,-0.40000000000000013,920.0,0,0,1,1.0,2
0,0,1.2000000000000002,0.7999999999999999,-0.6000000000000001,-10.0,1,0,1,1.0,1
0,0,0.4,-0.19999999999999996,-0.8,180.0,-1,0,1,1.0,0
0,0,0.19999999999999996,-0.40000000000000013,0.6000000000000001,-840.0,-1,0,1,0.3333333333333333,0
0,0,0.19999999999999996,-0.40000000000000013,0.6,-710.0,2,0,1,0.0,1
0,0,-1.2000000000000002,-1.8,0.5999999999999999,-740.0,1,0,1,0.0,1
0,0,-0.20000000000000018,-0.5999999999999999,-1.0,420.0,-1,0,1,1.0,1
0,0,0.9999999999999999,0.4,0.19999999999999996,-80.0,0,0,1,0.0,0
0,0,1.6,1.4000000000000001,-0.8,700.0,0,0,1,1.0,1
0,0,-0.20000000000000018,0.19999999999999996,0.19999999999999996,110.0,2,0,1,0.3333333333333333,1
0,0,1.2,0.8,-1.0,610.0,-2,0,1,0.0,2
0,0,0.6,0.19999999999999996,-0.3999999999999999,-260.0,2,0,1,0.0,0
0,0,0.4,0.6,0.0,50.0,0,0,1,1.0,2
0,0,-0.19999999999999996,-1.0,-0.5999999999999999,-550.0,0,0,1,1.0,0
0,0,-1.2000000000000002,-1.2,0.8,-350.0,4,0,1,0.0,0
0,0,-1.0,-1.0000000000000002,0.0,-390.0,-2,0,1,1.0,0
0,0,-1.2000000000000002,-0.4,1.0,-260.0,0,0,1,0.0,2
0,0,1.6,0.6000000000000001,-1.2,270.0,-2,0,1,0.0,1
0,0,-0.3999999999999999,0.19999999999999996,0.6000000000000001,-160.0,0,0,1,0.0,0
0,0,0.19999999999999996,0.19999999999999996,0.19999999999999996,460.0,1,0,1,1.0,2
0,0,-0.4,0.19999999999999996,1.2,310.0,2,0,1,1.0,0
0,0,-1.4000000000000001,-0.8000000000000003,1.0,-1040.0,3,0,1,0.0,0
0,0,-0.19999999999999996,0.0,0.0,120.0,0,0,1,1.0,2
0,0,0.7999999999999999,0.40000000000000013,-0.3999999999999999,-430.0,-5,0,1,1.0,2
0,0,1.2000000000000002,0.8,-0.3999999999999999,300.0,0,0,1,1.0,2
0,0,0.0,0.3999999999999999,-0.5999999999999999,170.0,-2,0,1,0.3333333333333333,2
0,0,-0.19999999999999996,-0.6000000000000001,-1.0,-60.0,-3,0,1,0.0,1
0,0,0.5999999999999999,0.0,-1.0,90.0,-3,0,1,0.3333333333333333,2
0,0,0.19999999999999996,0.19999999999999996,0.19999999999999996,140.0,1,0,1,0.3333333333333333,0
0,0,-1.4,-1.4,0.19999999999999996,-540.0,-1,0,1,0.0,2
0,0,-0.6000000000000001,-1.4,-0.6000000000000001,-310.0,-1,0,1,1.0,0
0,0,-0.8000000000000003,-1.4,-0.19999999999999996,-630.0,2,0,1,0.0,0
0,0,0.19999999999999996,0.20000000000000018,0.19999999999999996,-120.0,-2,0,1,1.0,0
0,0,2.2,1.4,-0.5999999999999999,890.0,-3,0,1,1.0,1
0,0,-2.0,-0.19999999999999996,1.8,-80.0,0,0,1,0.0,2
0,0,-1.2,-0.19999999999999996,1.2,340.0,3,0,1,1.0,0
0,0,-0.3999999999999999,-0.20000000000000007,0.8,-410.0,-1,0,1,0.3333333333333333,0
0,0,-0.5999999999999999,0.5999999999999999,1.6,-100.0,3,0,1,0.3333333333333333,1
0,0,0.40000000000000013,0.3999999999999999,-0.19999999999999996,780.0,1,0,1,1.0,2
0,0,0.40000000000000013,0.40000000000000013,-0.6000000000000001,300.0,1,0,1,0.3333333333333333,0
0,0,-1.0,-0.8,0.3999999999999999,-800.0,2,0,1,0.0,1
0,0,0.8,0.40000000000000013,0.0,210.0,-1,0,1,0.0,1
0,0,1.0,0.5999999999999999,-0.8,90.0,0,0,1,0.0,2
0,0,-0.7999999999999999,-0.3999999999999999,0.0,30.0,3,0,1,0.0,1
0,0,1.8,1.0,-1.4000000000000001,150.0,-2,0,1,1.0,1
0,0,0.0,0.40000000000000013,0.8,30.0,1,0,1,1.0,1
0,0,-0.6000000000000001,-1.0,-0.6,-380.0,-2,0,1,0.3333333333333333,1
0,0,-0.19999999999999996,-0.8,-0.4,-430.0,0,0,1,0.0,2
0,0,0.3999999999999999,-0.3999999999999999,-0.6000000000000001,90.0,-3,0,1,1.0,2
0,0,0.19999999999999996,-0.40000000000000013,0.0,-610.0,-3,0,1,0.0,2
0,0,-0.6,-0.7999999999999999,-0.6000000000000001,-190.0,0,0,1,0.3333333333333333,1
0,0,1.0,1.0,0.19999999999999996,570.0,0,0,1,0.0,0
0,0,-0.3999999999999999,-0.19999999999999996,0.6000000000000001,180.0,0,0,1,1.0,2
0,0,-0.39999999999999997,0.4,1.4,400.0,2,0,1,0.0,0
0,0,-0.6000000000000001,-0.8,0.40000000000000013,80.0,0,0,1,0.0,2
0,0,1.6,1.6,0.20000000000000007,770.0,1,0,1,1.0,0
0,0,-0.6000000000000001,-0.40000000000000013,0.3999999999999999,70.0,3,0,1,1.0,1
0,0,-2.0,-0.3999999999999999,1.4,-240.0,0,0,1,0.0,0
0,0,-0.6000000000000001,0.19999999999999996,0.5999999999999999,580.0,3,0,1,0.3333333333333333,2
0,0,1.2,0.19999999999999996,-1.4000000000000001,-690.0,-3,0,1,0.3333333333333333,2
0,0,0.19999999999999996,0.0,-0.40000000000000013,-220.0,0,0,1,0.0,2
0,0,0.19999999999999996,0.19999999999999996,-1.0,-270.0,1,0,1,0.0,1
0,0,-1.4000000000000001,-0.6000000000000001,0.8,-310.0,3,0,1,0.3333333333333333,0
0,0,1.4,1.6,0.6,510.0,-1,0,1,0.3333333333333333,0
0,0,0.0,0.6000000000000001,0.3999999999999999,70.0,3,0,1,0.0,1
0,0,-0.19999999999999996,0.3999999999999999,0.8,300.0,2,0,1,0.3333333333333333,0
0,0,-0.3999999999999999,-0.7999999999999999,-1.0,-160.0,1,0,1,1.0,2
