home_team,away_team,elo_diff,fifa_diff,form_diff,gs_diff,gc_diff,mv_diff,inj_diff,susp_diff,home_adv,h2h_factor,available_squad_diff,availability_pct_diff,starting_xi_value_diff,missing_star_players_diff,match_stage_weight,home_elo_momentum,away_elo_momentum,elo_momentum_diff,home_strength_of_schedule,away_strength_of_schedule,strength_of_schedule_diff,world_cup_matches_played_diff,major_tournament_matches_diff,knockout_matches_diff,home_attack_rating,away_attack_rating,attack_rating_diff,home_defence_rating,away_defence_rating,defence_rating_diff,home_clean_sheet_rate,away_clean_sheet_rate,clean_sheet_rate_diff,home_btts_rate,away_btts_rate,btts_rate_diff,home_injury_count,away_injury_count,home_suspension_count,away_suspension_count,home_injury_market_value_loss,away_injury_market_value_loss,home_group_position,away_group_position,group_position_diff,home_points,away_points,points_diff,goal_difference_diff,home_implied_probability,draw_implied_probability,away_implied_probability,current_minute,time_remaining,current_score_diff,home_red_cards,away_red_cards,red_card_diff,home_avg_rating,away_avg_rating,avg_rating_diff,home_possession,away_possession,possession_diff,home_expected_goals,away_expected_goals,expected_goals_diff,home_attacking_strength,away_attacking_strength,attacking_strength_diff,home_defensive_strength,away_defensive_strength,defensive_strength_diff,home_midfield_control,away_midfield_control,midfield_control_diff,home_goalkeeper_performance,away_goalkeeper_performance,goalkeeper_performance_diff,home_passing_dominance,away_passing_dominance,passing_dominance_diff,home_pressing_intensity,away_pressing_intensity,pressing_intensity_diff,home_set_piece_threat,away_set_piece_threat,set_piece_threat_diff,home_discipline_score,away_discipline_score,discipline_score_diff,home_fatigue_score,away_fatigue_score,fatigue_score_diff,home_substitution_impact,away_substitution_impact,substitution_impact_diff,home_player_availability_score,away_player_availability_score,availability_score_diff,home_injury_impact,away_injury_impact,injury_impact_diff,home_suspension_impact,away_suspension_impact,suspension_impact_diff,home_formation_stability,away_formation_stability,formation_stability_diff,home_momentum_score,away_momentum_score,momentum_score_diff,home_goalkeeper_strength,away_goalkeeper_strength,goalkeeper_strength_diff,home_passing_strength,away_passing_strength,passing_strength_diff,home_recent_form,away_recent_form,recent_form_diff,home_aerial_dominance,away_aerial_dominance,aerial_dominance_diff,home_pressing_strength,away_pressing_strength,pressing_strength_diff,home_defensive_stability,away_defensive_stability,defensive_stability_diff,home_attacking_efficiency,away_attacking_efficiency,attacking_efficiency_diff,home_finishing_quality,away_finishing_quality,finishing_quality_diff,home_set_piece_strength,away_set_piece_strength,set_piece_strength_diff,home_squad_availability,away_squad_availability,squad_availability_diff,home_tactical_stability,away_tactical_stability,tactical_stability_diff,confidence_score,home_kaggle_attack_rating,home_kaggle_defense_rating,home_kaggle_discipline_score,home_kaggle_suspension_risk,home_kaggle_starting_xi_strength,home_kaggle_bench_strength,away_kaggle_attack_rating,away_kaggle_defense_rating,away_kaggle_discipline_score,away_kaggle_suspension_risk,away_kaggle_starting_xi_strength,away_kaggle_bench_strength,kaggle_attack_rating_diff,kaggle_defense_rating_diff,kaggle_discipline_score_diff,kaggle_suspension_risk_diff,kaggle_starting_xi_strength_diff,kaggle_bench_strength_diff,referee_strictness,home_score,away_score
Switzerland,Honduras,257,53,0.6103398010990724,0.2981545077215128,-0.6197624384358236,58.370000000000005,27.400000000000002,0,0,0.5,85.77000000000001,0.14299879964511253,67.35000000000002,0,0,-48.67184296986844,-38.38615898631499,-10.285683983553454,1848.8,1661.2,187.5999999999999,-12,2,0,0.899559225158275,0.7728714246432834,0.12668780051499162,0.848237033592159,1.4428583927744274,-0.5946213591822684,0.4,0.25,0.15000000000000002,0.45,0.45,0.0,2,2,0,0,0.0,27.400000000000002,1,0,-1,7,0,7,4,0.333,0.333,0.333,0,90,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.387,0.09299999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.286,0.286,0.0,0.0,0.0,0.0,0.913,0.913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.35,0.1,0.24999999999999997,0.16,0.133,0.026999999999999996,0.0,0.0,0.0,0.346,0.242,0.10399999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.487,0.03300000000000003,0.06,0.04,0.019999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.957,0.902,0.05499999999999994,0.5,0.5,0.0,0.524,0.6926,0.3736,0.9875,0.0346,0.4914,1.0,0.5,0.5,1.0,0.0,0.5,0.5,0.1926,-0.1264,-0.012499999999999956,0.0346,-0.008599999999999997,0.5,0.5,0,0
Portugal,Brazil,-77,-4,-0.7272670593536699,0.03534089742311597,-0.5563902123053042,-265.8800000000001,24.549999999999997,0,0,0.5833333333333334,-241.33000000000015,0.0018238548121630727,-267.07000000000005,1,0,4.588503584799393,-1.7104802403277244,6.2989838251271175,1623.8,1571.6,52.200000000000045,-33,-4,0,2.4038406465396736,2.5273167506435743,-0.12347610410390075,0.19868377341825993,0.6409495993889092,-0.44226582597064923,0.8,0.55,0.25,0.2,0.45,-0.25,1,4,0,0,75.45,100.0,2,1,-1,5,7,-2,-1,0.333,0.333,0.333,0,90,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.893,0.68,0.21299999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.286,0.357,-0.07100000000000001,0.0,0.0,0.0,0.957,0.826,0.131,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.835,1.0,-0.16500000000000004,0.347,0.24,0.10699999999999998,0.0,0.0,0.0,0.742,0.875,-0.133,0.0,0.0,0.0,0.0,0.0,0.0,0.813,0.64,0.17299999999999993,0.26,0.3,-0.03999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.876,0.813,0.06300000000000006,0.5,0.5,0.0,0.505,0.5771,0.6682,0.983,0.0462,1.0,1.0,0.6844,0.3217,0.9746,0.1231,1.0,1.0,-0.10730000000000006,0.34650000000000003,0.008399999999999963,-0.0769,0.0,0.0,0.5,0,0
North Korea,Ivory Coast,-363,-165,-0.8114527042400759,-0.24420491892774432,2.0644386429547357,-325.37999999999994,15.149999999999999,0,0,0.5,-310.22999999999996,0.028355560443892314,-265.41,0,0,13.244096496117695,-2.393252660460033,15.637349156577727,1883.0,1910.8,-27.799999999999955,-7,-33,0,0.6878425104135718,1.4262815973736356,-0.7384390869600638,2.293845686129287,1.208717935922223,1.0851277502070638,0.4,0.45,-0.04999999999999999,0.4,0.5,-0.09999999999999998,1,1,0,0,0.63,15.78,0,2,2,0,6,-6,-2,0.333,0.333,0.333,0,90,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.493,-0.493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.286,0.357,-0.07100000000000001,0.0,0.0,0.0,0.957,0.957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.06,0.385,-0.325,0.0,0.187,-0.187,0.0,0.0,0.0,0.158,0.392,-0.234,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.573,-0.27299999999999996,0.08,0.1,-0.020000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.978,0.935,0.04299999999999993,0.5,0.5,0.0,0.444,0.523,0.45,0.9833,0.0462,0.2171,0.3562,0.608,0.5847,0.9875,0.0462,0.85,1.0,-0.08499999999999996,-0.1347,-0.0042000000000000925,0.0,-0.6329,-0.6437999999999999,0.5,0,3
United States,Ghana,234,53,0.8623979747319341,0.9651557955880661,-0.08893244494812003,-68.24000000000004,15.81,0,1,0.0,-52.430000000000035,0.06778716288642117,-45.610000000000014,0,0,-22.945626222390537,29.37117088139415,-52.31679710378469,1847.4,1745.8,101.60000000000014,22,-10,0,1.6174424807093248,0.8049584037856659,0.812484076923659,1.4797201156604922,1.0443868998499979,0.43533321581049433,0.15,0.45,-0.30000000000000004,0.8,0.35,0.45000000000000007,1,2,0,0,0.0,15.81,1,3,2,6,4,2,4,0.333,0.333,0.333,0,90,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.527,0.54,-0.013000000000000012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.214,0.214,0.0,0.0,0.0,0.0,0.957,0.913,0.04399999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.775,0.445,0.33,0.173,0.2,-0.027000000000000024,0.0,0.0,0.0,0.667,0.458,0.20900000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.537,0.59,-0.052999999999999936,0.18,0.08,0.09999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.978,0.913,0.06499999999999995,0.5,0.5,0.0,0.526,0.5455,0.4082,0.9705,0.0577,0.6513,1.0,0.3596,0.5154,0.9872,0.0346,0.31,0.6928,0.1859,-0.10719999999999996,-0.016699999999999937,0.023100000000000002,0.3413,0.30720000000000003,0.5,1,2
Uruguay,South Korea,30,3,1.7521189026158188,0.8144247119221211,-1.5126565789687274,19.990000000000094,19.04,0,0,1.0,39.030000000000086,0.12694179611974132,31.940000000000012,0,0,66.78843134727204,26.28411639386718,40.50431495340486,1856.2,1867.4,-11.200000000000045,28,-2,0,1.6189321712388796,1.3348980300094562,0.2840341412294234,0.6326234917291417,1.162023952459444,-0.5294004607303023,0.35,0.6,-0.25,0.45,0.25,0.2,2,3,0,0,0.0,19.04,3,3,0,2,3,-1,0,0.333,0.333,0.333,0,90,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.787,0.387,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.286,0.286,0.0,0.0,0.0,0.0,0.913,0.87,0.04300000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.9,0.375,0.525,0.293,0.133,0.15999999999999998,0.0,0.0,0.0,0.796,0.346,0.45000000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.727,0.487,0.24,0.22,0.1,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.957,0.861,0.09599999999999997,0.5,0.5,0.0,0.566,0.7259,0.3833,0.9778,0.0577,0.4614,0.8405,0.4535,0.5346,0.9544,0.0731,0.0709,0.1998,0.2724,-0.1513,0.023399999999999976,-0.015399999999999997,0.39049999999999996,0.6407,0.5,2,1
Argentina,Mexico,146,5,1.244738127339853,1.3863785771141803,-0.5304354368180131,493.42999999999984,-38.44,0,0,0.8666666666666667,454.9899999999999,-0.007980429195150296,408.94000000000005,0,0,-6.822956980501102,-3.0490144969854605,-3.7739424835156417,1769.6,1799.6,-30.0,6,6,0,2.4155168038446977,1.5231871778588504,0.8923296259858473,0.7620658713003342,0.8377166168730025,-0.07565074557266827,0.4,0.5,-0.09999999999999998,0.5,0.45,0.04999999999999999,3,2,0,0,52.41,13.97,1,1,0,9,9,0,1,0.333,0.333,0.333,0,90,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.893,0.573,0.32000000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.357,0.357,0.0,0.0,0.0,0.0,0.87,0.913,-0.04300000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,0.55,0.44999999999999996,0.347,0.187,0.15999999999999998,0.0,0.0,0.0,0.875,0.658,0.21699999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.813,0.553,0.2599999999999999,0.3,0.2,0.09999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.855,0.915,-0.06000000000000005,0.5,0.5,0.0,0.551,0.5536,0.3083,0.9917,0.0231,1.0,1.0,0.4964,0.3552,0.9812,0.0231,0.2426,0.8192,0.05719999999999997,-0.0469,0.010500000000000065,0.0,0.7574,0.18079999999999996,0.5,3,1
Germany,England,-148,-10,0.14966466684172808,0.7340496924535098,-0.08629244071120895,-641.71,-7.640000000000001,0,0,0.4,-649.3500000000001,-0.054581968538740644,-498.09000000000003,0,0,-4.104593431044034,-11.49380558040981,7.389212149365775,1700.0,1854.6,-154.5999999999999,-3,2,0,1.9971927993392824,1.7781970384840777,0.21899576085520467,0.5168002018986063,0.6568540279589712,-0.14005382606036487,0.55,0.3,0.25000000000000006,0.3,0.55,-0.25000000000000006,2,3,0,0,80.0,72.36,1,1,0,6,7,-1,2,0.333,0.333,0.333,0,90,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.787,0.68,0.10699999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.286,0.286,0.0,0.0,0.0,0.0,0.913,0.87,0.04300000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.75,0.775,-0.025000000000000022,0.293,0.24,0.05299999999999999,0.0,0.0,0.0,0.762,0.667,0.09499999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.727,0.64,0.08699999999999997,0.22,0.14,0.07999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.849,0.862,-0.013000000000000012,0.5,0.5,0.0,0.507,0.7408,0.3347,0.9877,0.0462,1.0,1.0,0.7047,0.4644,0.9905,0.0346,1.0,1.0,0.03610000000000002,-0.12969999999999998,-0.0028000000000000247,0.0116,0.0,0.0,0.5,4,1
Brazil,Chile,320,36,0.286763726302377,1.0045413903136793,0.010857573007027388,896.3499999999999,-100.0,0,0,0.8666666666666667,796.3499999999999,-0.08620095165850628,669.46,0,0,-6.627270080476716,49.99687038090458,-56.6241404613813,1624.8,1782.0,-157.20000000000005,23,23,0,2.1460884758680407,1.4907774629291917,0.6553110129388491,0.5516704326804794,0.609358431350512,-0.0576879986700326,0.55,0.55,0.0,0.45,0.4,0.04999999999999999,4,6,0,0,100.0,0.0,1,0,-1,7,0,7,6,0.333,0.333,0.333,0,90,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.847,-0.16699999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.214,0.214,0.0,0.0,0.0,0.0,0.826,0.739,0.08699999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.825,0.65,0.17499999999999993,0.24,0.333,-0.09300000000000003,0.0,0.0,0.0,0.808,0.713,0.09500000000000008,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.797,-0.15700000000000003,0.26,0.14,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.813,0.87,-0.05700000000000005,0.5,0.5,0.0,0.507,0.6844,0.3217,0.9746,0.1231,1.0,1.0,0.5,0.5,1.0,0.0,0.5,0.5,0.1844,-0.17830000000000001,-0.025399999999999978,0.1231,0.5,0.5,0.5,3,0
Netherlands,Slovakia,292,55,1.346496289377385,0.9989335831757831,-0.7911724938962974,422.5700000000003,0.0,0,0,0.5,422.5700000000003,0.0,355.09000000000003,0,0,34.02279661785011,25.708223756888195,8.314572860961917,1763.0,1745.4,17.59999999999991,5,21,0,2.1712760103883904,1.5062452595131526,0.6650307508752378,0.5370655262463903,1.1975638141482212,-0.660498287901831,0.55,0.3,0.25000000000000006,0.45,0.5,-0.04999999999999999,1,4,0,0,0.0,0.0,1,0,-1,7,0,7,6,0.333,0.333,0.333,0,90,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.48,0.20000000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.286,0.286,0.0,0.0,0.0,0.0,0.957,0.826,0.131,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,0.61,0.39,0.24,0.16,0.07999999999999999,0.0,0.0,0.0,0.875,0.542,0.33299999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.52,0.12,0.3,0.16,0.13999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.978,0.913,0.06499999999999995,0.5,0.5,0.0,0.548,0.5837,0.4972,0.9877,0.0462,1.0,1.0,0.5,0.5,1.0,0.0,0.5,0.5,0.0837,-0.0028000000000000247,-0.012299999999999978,0.0462,0.5,0.5,0.5,2,1
Paraguay,Japan,-79,-15,0.34736150123462717,0.05288317196955172,-0.644081073285864,-62.33999999999986,-5.24,0,0,0.5,-67.57999999999987,-0.02651151024538334,-52.390000000000015,0,0,-22.253720947324062,-45.93339475128302,23.679673803958956,1743.4,1877.0,-133.5999999999999,28,-5,0,1.0320500779000656,1.3384072532737952,-0.30635717537372953,0.7729919739551901,1.1328838349786676,-0.3598918610234775,0.35,0.45,-0.10000000000000003,0.4,0.3,0.10000000000000003,2,2,0,0,5.24,0.0,3,2,-1,4,5,-1,-6,0.333,0.333,0.333,0,90,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.48,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.357,0.357,0.0,0.0,0.0,0.0,0.913,0.913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.685,0.55,0.135,0.28,0.16,0.12000000000000002,0.0,0.0,0.0,0.6,0.438,0.16199999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.52,0.18999999999999995,0.14,0.1,0.04000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.951,0.957,-0.006000000000000005,0.5,0.5,0.0,0.526,0.3356,0.5158,0.9569,0.1615,0.2305,0.5458,0.4989,0.3604,0.9875,0.0462,0.4305,0.8942,-0.1633,0.15540000000000004,-0.03060000000000007,0.11530000000000001,-0.19999999999999998,-0.34840000000000004,0.5,0,0
Spain,Portugal,212,8,0.3813039783883929,-0.3859486421086147,0.3501359524328964,-64.20999999999981,75.45,0,0,0.4444444444444444,11.240000000000236,0.0843770968463432,88.36000000000001,-1,0,11.186814782711988,3.1790597986126437,8.007754984099344,1758.8,1701.4,57.399999999999864,-5,1,0,2.6034389352309626,2.069004818531465,0.5344341166994977,0.6634803727488535,0.17100870856732517,0.4924716641815283,0.5,0.8,-0.30000000000000004,0.45,0.2,0.25,2,1,0,0,0.0,75.45,1,2,1,7,5,2,0,0.333,0.333,0.333,0,90,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.787,0.893,-0.10599999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.286,0.286,0.0,0.0,0.0,0.0,0.913,0.957,-0.04399999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.8,0.725,0.07500000000000007,0.293,0.347,-0.05399999999999999,0.0,0.0,0.0,0.762,0.742,0.020000000000000018,0.0,0.0,0.0,0.0,0.0,0.0,0.727,0.813,-0.08599999999999997,0.22,0.26,-0.04000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.957,0.876,0.08099999999999996,0.5,0.5,0.0,0.497,0.7433,0.7002,0.9915,0.0231,1.0,1.0,0.5771,0.6682,0.983,0.0462,1.0,1.0,0.16620000000000001,0.03200000000000003,0.008500000000000063,-0.0231,0.0,0.0,0.5,1,0
Uruguay,Ghana,183,40,0.7740352535968482,0.8484037044768125,-0.2981545077215128,-63.24999999999994,15.81,0,0,0.5,-47.43999999999994,0.06778716288642117,-35.91,0,0,61.622046485843825,35.905013622846354,25.71703286299747,1833.4,1730.4,103.0,26,-6,0,1.679310182817211,0.9714181659785897,0.7078920168386214,0.6764978063892004,1.0455024613405588,-0.36900465495135837,0.35,0.4,-0.050000000000000044,0.45,0.4,0.04999999999999999,2,2,0,0,0.0,15.81,3,3,0,2,4,-2,-1,0.333,0.333,0.333,0,90,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.787,0.68,0.10699999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.429,0.429,0.0,0.0,0.0,0.0,0.913,0.913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.94,0.65,0.2899999999999999,0.293,0.24,0.05299999999999999,0.0,0.0,0.0,0.783,0.608,0.17500000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.727,0.64,0.08699999999999997,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.957,0.913,0.04399999999999993,0.5,0.5,0.0,0.528,0.7259,0.3833,0.9778,0.0577,0.4614,0.8405,0.3596,0.5154,0.9872,0.0346,0.31,0.6928,0.3663,-0.1321,-0.009399999999999964,0.023100000000000002,0.15139999999999998,0.14770000000000005,0.5,1,1
Netherlands,Brazil,-80,-5,0.46956456318198736,-0.07279486346727015,0.17194326387258246,-520.0999999999997,100.0,0,0,1.0,-420.0999999999997,0.08620095165850628,-345.90999999999997,0,0,40.76377084431381,13.895317965806424,26.868452878507387,1766.8,1684.2,82.59999999999991,-38,-2,0,2.1547169309024334,2.286926447791001,-0.13220951688856752,0.608846908469017,0.47482714176595153,0.13401976670306548,0.5,0.55,-0.050000000000000044,0.5,0.45,0.04999999999999999,1,4,0,0,0.0,100.0,1,1,0,7,7,0,0,0.333,0.333,0.333,0,90,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.286,0.286,0.0,0.0,0.0,0.0,0.957,0.826,0.131,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,0.875,0.125,0.24,0.24,0.0,0.0,0.0,0.0,0.875,0.808,0.06699999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.64,0.0,0.26,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.978,0.813,0.16500000000000004,0.5,0.5,0.0,0.516,0.5837,0.4972,0.9877,0.0462,1.0,1.0,0.6844,0.3217,0.9746,0.1231,1.0,1.0,-0.10070000000000001,0.1755,0.0131,-0.0769,0.0,0.0,0.5,2,1
Argentina,Germany,207,11,0.5766704226490829,0.5024771389124614,-0.12885124808584147,-47.450000000000045,27.590000000000003,0,0,0.7333333333333333,-19.860000000000014,0.03203567002742924,-18.089999999999918,0,0,7.55183279185384,3.2121141122534222,4.339718679600418,1836.4,1771.8,64.60000000000014,30,-2,0,2.5115272561644906,2.2980627749224354,0.2134644812420552,0.7587166846100237,0.5914043821580386,0.16731230245198514,0.4,0.5,-0.09999999999999998,0.5,0.35,0.15000000000000002,3,2,0,0,52.41,80.0,1,1,0,9,6,3,1,0.333,0.333,0.333,0,90,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.787,0.68,0.10699999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.429,0.429,0.0,0.0,0.0,0.0,0.87,0.913,-0.04300000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,0.8,0.19999999999999996,0.293,0.24,0.05299999999999999,0.0,0.0,0.0,0.875,0.762,0.11299999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.727,0.64,0.08699999999999997,0.3,0.24,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.855,0.849,0.006000000000000005,0.5,0.5,0.0,0.519,0.5536,0.3083,0.9917,0.0231,1.0,1.0,0.7408,0.3347,0.9877,0.0462,1.0,1.0,-0.18720000000000003,-0.02639999999999998,0.0040000000000000036,-0.0231,0.0,0.0,0.5,0,4
Paraguay,Spain,-335,-26,-0.8857127459823135,-1.1143540120233026,-0.2347822815909934,-632.3399999999999,-5.24,0,0,0.16666666666666666,-637.5799999999999,-0.02651151024538334,-542.3399999999999,0,0,-3.5244046627794123,15.117340124310232,-18.641744787089642,1763.4,1791.0,-27.59999999999991,22,-13,0,0.8882937341186888,2.3727943786729058,-1.4845006445542168,0.6507237525140116,0.5637645464355233,0.08695920607848828,0.4,0.55,-0.15000000000000002,0.4,0.4,0.0,2,2,0,0,5.24,0.0,3,1,-2,4,7,-3,-7,0.333,0.333,0.333,0,90,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.893,0.787,0.10599999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.286,0.286,0.0,0.0,0.0,0.0,0.913,0.913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.64,0.88,-0.24,0.347,0.293,0.05399999999999999,0.0,0.0,0.0,0.6,0.762,-0.16200000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.813,0.727,0.08599999999999997,0.1,0.22,-0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.951,0.957,-0.006000000000000005,0.5,0.5,0.0,0.488,0.3356,0.5158,0.9569,0.1615,0.2305,0.5458,0.7433,0.7002,0.9915,0.0231,1.0,1.0,-0.40769999999999995,-0.1844,-0.034600000000000075,0.1384,-0.7695,-0.45420000000000005,0.5,0,1
