home_team,away_team,raw_home_xg,raw_away_xg,clipped_home_xg,clipped_away_xg,final_home_xg,final_away_xg,home_clipped,away_clipped,actual_home_score,actual_away_score,match_status
Curaçao,Ivory Coast,0.7080242037773132,1.327883243560791,0.7080242037773132,1.327883243560791,0.708,1.3279,False,False,,,TIMED
Ecuador,Germany,0.7979288101196289,1.5467041730880737,0.7979288101196289,1.5467041730880737,0.7979,1.5467,False,False,,,TIMED
South Africa,South Korea,0.707134485244751,0.7264789938926697,0.707134485244751,0.7264789938926697,0.7071,0.7265,False,False,,,TIMED
Czechia,Mexico,0.4829930067062378,1.3903578519821167,0.4829930067062378,1.3903578519821167,0.483,1.3904,False,False,,,TIMED
Scotland,Brazil,0.9835749864578247,1.5488240718841553,0.9835749864578247,1.5488240718841553,0.9836,1.5488,False,False,,,TIMED
Morocco,Haiti,2.2302675247192383,1.4363293647766113,2.2302675247192383,1.4363293647766113,2.2303,1.4363,False,False,,,TIMED
Bosnia-Herzegovina,Qatar,1.5538700819015503,1.4735231399536133,1.5538700819015503,1.4735231399536133,1.5539,1.4735,False,False,,,TIMED
Switzerland,Canada,1.8739635944366455,1.0625730752944946,1.8739635944366455,1.0625730752944946,1.874,1.0626,False,False,,,TIMED
Colombia,Congo DR,1.7124930620193481,0.58991938829422,1.7124930620193481,0.58991938829422,1.7125,0.5899,False,False,1.0,0.0,FINISHED
Panama,Croatia,0.5652552843093872,1.2957910299301147,0.5652552843093872,1.2957910299301147,0.5653,1.2958,False,False,0.0,1.0,FINISHED
England,Ghana,2.466885566711426,1.0038001537322998,2.466885566711426,1.0038001537322998,2.4669,1.0038,False,False,0.0,0.0,FINISHED
Portugal,Uzbekistan,1.855902075767517,0.3590939939022064,1.855902075767517,0.3590939939022064,1.8559,0.3591,False,False,5.0,0.0,FINISHED
Jordan,Algeria,0.8972792029380798,2.1684463024139404,0.8972792029380798,2.1684463024139404,0.8973,2.1684,False,False,1.0,2.0,FINISHED
Norway,Senegal,2.016472816467285,1.0522117614746094,2.016472816467285,1.0522117614746094,2.0165,1.0522,False,False,3.0,2.0,FINISHED
France,Iraq,2.429678440093994,0.3575454354286194,2.429678440093994,0.3575454354286194,2.4297,0.3575,False,False,3.0,0.0,FINISHED
Argentina,Austria,1.663429617881775,1.6629096269607544,1.663429617881775,1.6629096269607544,1.6634,1.6629,False,False,2.0,0.0,FINISHED
New Zealand,Egypt,1.7317521572113037,1.6645522117614746,1.7317521572113037,1.6645522117614746,1.7318,1.6646,False,False,1.0,3.0,FINISHED
Uruguay,Cape Verde Islands,2.518127202987671,0.16687355935573578,2.518127202987671,0.16687355935573578,2.5181,0.1669,False,False,2.0,2.0,FINISHED
Belgium,Iran,1.6190249919891357,0.897539496421814,1.6190249919891357,0.897539496421814,1.619,0.8975,False,False,0.0,0.0,FINISHED
